content,score,Label
"Ini game kadang kok gw main layar sering hitam gitu nya enggak nampak karakter game nya, sama kadang pas uda download data di lanjutkan kok layar nya hitam cuma dengar musik doang😑🥲",2,Negative
Bagus banget grafik nya,5,Positive
Bagus sih tapi kenapa saya tidak bisa login kembali? alasan nya terlalu banyak permintaan silahkan coba kembali tolong saya ingin login lagi,5,Positive
Ditunggu update yang selanjutnya,5,Positive
"Snap 750g crash on ultimate, before update 2.0 the game is normal",2,Negative
11 gb update??? Be foreal,1,Negative
Best,5,Positive
gara gara pra update barusan tadi.saya sanggat terganggu dengan kapasitas hp saya,2,Negative
sehat-sehat game baik,5,Positive
GACCOORR BANSOS NYA,5,Positive
"Overall.. Ini game udh bgs. Dari segi story, desain karakter, battlenya, dll. But.. Kalau dari segi gacha / pull itu Sampah banget. masak udh ke 30+ gacha / pull engga dpt karakter bintang 5 ny ?? Yg bener aje.. 😐 .",4,Positive
Game baik semoga konsisten terus,5,Positive
Gacha ampas,5,Positive
"Story bagus, gameplay ga ribet.",5,Positive
Bagus,5,Positive
"sehat-sehat game baik (banyakin bansos dong, gw lgi miskin ni)",5,Positive
"udh tamat story, simulasi, event ga tau mau ngapain lagi cmn nunggu event selanjutnya, untuk kalian lebih baik jangan speedrun game ini, kalo semua udh selesai bakal susah dapetin stellarjade",4,Positive
overall good,5,Positive
Aku suka sama grafik dan para karakter nya itu bagus sama kalau aku ngebug gak ada tempatnya toko map nya sih tapi aku gak tau kalau yang lain,5,Positive
"saya menggunakan device yang saya rasa memadai utk bermain game ini tapi saat mendownload data selalu fc, sya sudah mencoba banyak cara tapi saat mendownload sumber data gamenya pasti selalu fc, sya harap pihak dev bisa melakukan sesuatu atau setidaknya memberitahu sebabnya",1,Negative
-1 gk ad fitur hapus data quest nya kayak di genshin,4,Positive
Terima Kasih Game Baik👍,5,Positive
Game nya sie asik..tp tolong perbaiki.. Loding untuk masuk ke game nya lama bgt.. 'mengunduh sumber data mulu' Skali mau main harus nunggu stengah jam dlu buat masuk ke game nya..padahal WiFi full .. hugfff :(,2,Negative
"Update 25/3/24: Jujur untuk versi 2.0 ini agak mengecewakan buat saya dari berbagai aspek. Banner Sparkle nya mengapa harus ditambah waktunya? Kayaknya kemaren black swan aja nyelesain story sama event ga berasa udah ganti. Lah ini Nungguinnya berasa lama banget, ditambah end game content yang emang dikit banget selain moc sama pure fiction. Jadi emang aktivitas kita sangat sedikit.",3,Negative
Baru juga seminggu maen udh harus top up sat lah emng. Tpi harus diakui grafiknya badas coy. Beda bet ama game sebelah 8 bit🗿,4,Positive
"Game Seru, Gudang Waifu, Animasi Bagus (HD), keren dan unik Gameplay Simple Gacha Pusing Bismillah Semoga Dengan Ini AKUN Saya Low Pity Ayolah saling menguntungkan Saya main Game anda Anda beri saya Keberuntungan",1,Negative
"Bagus bangettttt...ya,walau kadang ada lag",5,Positive
Game seru dan buat grinding tdk terlalu lama,5,Positive
"Best game ever, Genshin could never 😂",5,Positive
Apa ni lagi buat story lag dan terkeluar sendiri,1,Negative
Sehat sehat game baik 🥰,5,Positive
Game baik,5,Positive
Sangat menarik baik dari story maupun player Yang miskin,5,Positive
Aku cinta honkai star rails,5,Positive
GK ada fitur telanjang in waifu,4,Positive
Yo sehat² game baik,5,Positive
"Saya tidak bisa login lagi. Kalau bisa login dari facebooknya dialihkan ke aplikasinya langsung, jangan ke web browser seperti chrome.",2,Negative
Good,5,Positive
"Game nya bagus! Ramah F2P, modal berdiri diam bisa langsung kaya!! Hahaha!! Dari segi karakter dan alur si 10/10 SOLID! Nah event nya itu aku kasih 10000/10 deh! Tapi yang susah itu segi battle nya, soalnya kalo mau battle itu bener2 harus mikir strateginya gitu. Komposisi timnya juga harus bener2 bisa di prediksi, tapi secara keseluruhan gemnya aku kasih 10/10 deh.",5,Positive
Lumayan senang ☺,5,Positive
TERIMAKASIH GAME BAIKK,5,Positive
"Game nya baik banget aku dapat kafka cuman 5x spin gk kek temen"" Ku yg harus 50x spin",5,Positive
"Secara keseluruhan bagus, tapi jika masih newbie mungkin emng susah melawan bos² (phantylia, svarog Dll) karna susah/kurang mendapatkan material untuk meng-up/meningkatkan char. Karna itu newbie akan sangat kesusahan dlm menjalani rintangan ( su, alur, event, & quest) karna kurangnya kematangan char. Alur cerita agk mbosnkn akhir² ini, tapi besok 1.6 dengan quest, alur, musuh, planet (penacony). Sekian",5,Positive
Terima kasih game baik,5,Positive
Server nya jelek,1,Negative
"Game bagus gacha hoki mulu walau gameplay ngantuk ,storynya not bad walaupun ga ngerti karakternya bagus,keren,unik,lucu, banyak event bagus",4,Positive
"Bug gk bisa login karena ""terlalu banyak permintaan"" sangat merepotkan, nanti kalo udah di fix saya kasih b5",1,Negative
"Gamenya sebenarnya bagus tapi saya menemukan sebuah kendala di hp samsung galaxy a55, dimana ketika saya mencoba bermain itu gamenya sebentar sebentar langsung nge freeze. Harapannya segera dapat diperbaiki di update selanjutnya",4,Positive
"pls pls pls, moga gw dapet acheron sm aventurine 💥💥💥💥💥💥",5,Positive
"Loginnya susah bgt, ga bisa"" padahal udah bener sandi sama akunnya😐",2,Negative
"ga bisa di mainin game nya, hitam doang layar ny",1,Negative
tolong lebih di optimalkan game nya,5,Positive
Gameplay is good but too much dialog. Need skip button,1,Negative
"Bagus, gb banyak, 🫶",3,Negative
"Game ini sangat bagus dari segi cerita dan grafiknya. Saya ubah ratingnya jadi bintang ⭐⭐🌟⭐⭐, karena saya sudah pindah device main di laptop dan lumayan lacar di grafik Normal. Dan juga gachanya sudah bagus bagus. Terlebih lagi banyak bansos juga pada saat 1st Aniversary nya. Semangat untuk update gamenya! Semoga kedepannya lebih baik lagi! ~Happy 1st Aniversary Honkai: Star Rail~🤗",5,Positive
No words can describe how good this game is!,5,Positive
Evenya tolong di permudahkan buat newbie😞,5,Positive
"BANSOS NGALIR, IS PERFECT!!!",5,Positive
"Kerenn... Sih nih game,tapi sistem pity nya kek ga adil, aneh bet dah",5,Positive
Best game for me,5,Positive
My favorite games,5,Positive
Gamenya bgs grafiknya juga hd!!,5,Positive
Di perbanyak fuel sama di percepat pengisiannya,2,Negative
nice game,5,Positive
Best game👍,5,Positive
"Min ini gimana ya ada solusi ga?saya dw game ini di pc waktu dw data udah sampai 87 persen tapi malah ke reset...data saya jadi terbuanh sia sia,mohon masukannya",5,Positive
